CODGEO;LIBGEO;MED14
51255;Fontaine-en-Dormois;
51256;Fontaine-sur-Ay;26858
51258;La Forestière;20151
51259;Francheville;21200
51260;Le Fresne;
51261;Fresne-lès-Reims;25070
51262;Frignicourt;20829
51263;Fromentières;20110
51264;Le Gault-Soigny;19519
51265;Gaye;21019
51266;Germaine;25925
51267;Germigny;28991
51268;Germinon;23125
51269;Giffaumont-Champaubert;20329
51270;Gigny-Bussy;18684
51271;Gionges;21991
51272;Givry-en-Argonne;17563
51273;Givry-lès-Loisy;
51274;Gizaucourt;19873
51275;Glannes;22603
51276;Gourgançon;24842
51277;Sainte-Marie-du-Lac-Nuisement;20740
51278;Les Grandes-Loges;23907
51279;Granges-sur-Aube;21035
51280;Gratreuil;
51281;Grauves;24857
51282;Gueux;30514
51283;Hans;20616
51284;Haussignémont;19792
51285;Haussimont;26404
51286;Hauteville;19517
51287;Hautvillers;24605
51288;Heiltz-le-Hutier;22126
51289;Heiltz-le-Maurupt;19067
51290;Heiltz-l'Évêque;16423
51291;Hermonville;25967
51292;Herpont;22335
51293;Heutrégiville;24018
51294;Hourges;
51295;Huiron;20717
51296;Humbauville;
51298;Igny-Comblizy;19221
51299;Isles-sur-Suippe;23085
51300;Isle-sur-Marne;18261
51301;Isse;23961
51302;Les Istres-et-Bury;
51303;Jâlons;20520
51304;Janvilliers;17185
51305;Janvry;29620
51306;Joiselle;
51307;Jonchery-sur-Suippe;20252
51308;Jonchery-sur-Vesle;25684
51309;Jonquery;
51310;Jouy-lès-Reims;26913
51311;Jussecourt-Minecourt;18953
51312;Juvigny;25109
51313;Lachy;22956
51314;Lagery;20344
51315;Landricourt;20126
51316;Larzicourt;20846
51317;Laval-sur-Tourbe;
51318;Lavannes;27425
51319;Lenharrée;24365
51320;Leuvrigny;20493
51321;Lhéry;
51322;Lignon;18837
51323;Linthelles;24689
51324;Linthes;21836
51325;Lisse-en-Champagne;23122
51326;Livry-Louvercy;22047
51327;Loisy-en-Brie;22431
51328;Loisy-sur-Marne;21057
51329;Loivre;23712
51331;Louvois;27329
51333;Ludes;26698
51334;Luxémont-et-Villotte;20403
51336;Maffrécourt;
51337;Magneux;22600
51338;Mailly-Champagne;25348
51339;Mairy-sur-Marne;22451
51340;Maisons-en-Champagne;20590
51341;Malmy;
51342;Mancy;26543
51343;Marcilly-sur-Seine;21102
51344;Mardeuil;22826
51345;Mareuil-en-Brie;19937
51346;Mareuil-le-Port;20197
51347;Mareuil-sur-Ay;23938
51348;Marfaux;23900
51349;Margerie-Hancourt;19305
51350;Margny;17131
51351;Marigny;
51352;Marolles;18703
51353;Marsangis;
51354;Marson;22768
51355;Massiges;
51356;Matignicourt-Goncourt;20638
51357;Matougues;23983
51358;Maurupt-le-Montois;16774
51359;Mécringes;21363
51360;Le Meix-Saint-Epoing;21296
51361;Le Meix-Tiercelin;
51362;Merfy;27841
51363;Merlaut;21091
51364;Méry-Prémecy;
51365;Les Mesneux;29017
51367;Le Mesnil-sur-Oger;22121
51368;Minaucourt-le-Mesnil-lès-Hurlus;
51369;Moeurs-Verdey;20414
51370;Moiremont;19677
51371;Moivre;
51372;Moncetz-Longevas;23033
51373;Moncetz-l'Abbaye;23303
51374;Mondement-Montgivroux;
51375;Montbré;24530
51376;Montgenost;22191
51377;Montépreux;
51378;Monthelon;23846
51379;Montigny-sur-Vesle;24013
51380;Montmirail;18503
51381;Montmort-Lucy;20476
51382;Mont-sur-Courville;22342
51384;Morangis;23253
51386;Morsains;19050
51387;Moslins;22540
51388;Mourmelon-le-Grand;18256
51389;Mourmelon-le-Petit;20158
51390;Moussy;25636
51391;Muizon;23757
51392;Mutigny;24866
51393;Nanteuil-la-Forêt;25089
51395;Nesle-la-Reposte;
51396;Nesle-le-Repons;21991
51397;La Neuville-aux-Bois;16627
51398;La Neuville-aux-Larris;24307
51399;La Neuville-au-Pont;19618
51402;Neuvy;19721
51403;Nogent-l'Abbesse;25032
51404;Noirlieu;20345
51406;Norrois;18339
51407;La Noue;20260
51409;Nuisement-sur-Coole;23933
51410;OEuilly;23968
51411;Oger;26093
51412;Ognes;
51413;Oiry;23198
51414;Olizy;25993
51415;Omey;21649
51416;Orbais-l'Abbaye;18890
51417;Orconte;19505
51418;Ormes;28294
51419;Outines;17524
51420;Outrepont;
51421;Oyes;
51422;Pargny-lès-Reims;26730
51423;Pargny-sur-Saulx;16232
51424;Passavant-en-Argonne;19821
51425;Passy-Grigny;23426
51426;Péas;
51428;Les Petites-Loges;22158
51429;Pévy;26867
51430;Pierre-Morains;
51431;Pierry;24075
51432;Pleurs;18722
51433;Plichancourt;18800
51434;Plivot;23330
51435;Pocancy;25093
51436;Pogny;22391
51437;Poilly;
51438;Poix;
51439;Pomacle;24866
51440;Pontfaverger-Moronvilliers;19331
51441;Ponthion;19162
51442;Possesse;18744
51443;Potangis;21933
51444;Pouillon;26589
51445;Pourcy;25952
51446;Pringy;21440
51447;Prosnes;24537
51448;Prouilly;24751
51449;Prunay;23964
51450;Puisieulx;27174
51451;Queudes;
51452;Rapsécourt;
51453;Recy;23743
51454;Reims;18094
51455;Reims-la-Brûlée;22793
51456;Remicourt;
51457;Reuil;29078
51458;Reuves;
51459;Réveillon;23067
51460;Rieux;19768
51461;Rilly-la-Montagne;27514
51463;Les Rivières-Henruel;24034
51464;Romain;21899
51465;Romery;28704
51466;Romigny;22016
51468;Rosnay;30821
51469;Rouffy;21364
51470;Rouvroy-Ripont;
51471;Sacy;28391
51472;Saint-Amand-sur-Fion;20961
51473;Saint-Bon;22213
51474;Saint-Brice-Courcelles;20983
51475;Saint-Chéron;
51476;Saint-Étienne-au-Temple;23822
51477;Saint-Étienne-sur-Suippe;22430
51478;Saint-Eulien;19175
51479;Saint-Euphraise-et-Clairizet;27572
51480;Sainte-Gemme;22575
51482;Saint-Germain-la-Ville;23973
51483;Saint-Gibrien;22677
51484;Saint-Gilles;21410
51485;Saint-Hilaire-au-Temple;23308
51486;Saint-Hilaire-le-Grand;21665
51487;Saint-Hilaire-le-Petit;22073
51488;Saint-Imoges;23182
51489;Saint-Jean-devant-Possesse;
51490;Saint-Jean-sur-Moivre;22627
51491;Saint-Jean-sur-Tourbe;
51492;Saint-Just-Sauvage;19258
51493;Saint-Léonard;26845
51495;Saint-Loup;
51496;Saint-Lumier-en-Champagne;23677
51497;Saint-Lumier-la-Populeuse;
51498;Saint-Mard-sur-Auve;
51499;Saint-Mard-lès-Rouffy;23088
51500;Saint-Mard-sur-le-Mont;19037
51501;Sainte-Marie-à-Py;19739
51502;Saint-Martin-aux-Champs;20973
51503;Saint-Martin-l'Heureux;
51504;Saint-Martin-sur-le-Pré;24730
51505;Saint-Masmes;22043
51506;Saint-Memmie;19240
51507;Sainte-Menehould;18573
51508;Saint-Ouen-Domprot;22634
51509;Saint-Pierre;26220
51510;Saint-Quentin-les-Marais;22051
51511;Saint-Quentin-le-Verger;23076
51512;Saint-Quentin-sur-Coole;
51513;Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson;19303
51514;Saint-Remy-sous-Broyes;19172
51515;Saint-Remy-sur-Bussy;20592
51516;Saint-Saturnin;
51517;Saint-Souplet-sur-Py;20682
51518;Saint-Thierry;27095
51519;Saint-Thomas-en-Argonne;
51520;Saint-Utin;
51521;Saint-Vrain;20287
51522;Sapignicourt;18558
51523;Sarcy;24291
51524;Saron-sur-Aube;21045
51525;Sarry;24471
51526;Saudoy;23612
51527;Savigny-sur-Ardres;22322
51528;Scrupt;18437
51529;Selles;22284
51530;Sept-Saulx;22406
51531;Sermaize-les-Bains;18667
51532;Sermiers;28341
51533;Servon-Melzicourt;18089
51534;Serzy-et-Prin;25215
51535;Sézanne;18988
51536;Sillery;24327
51537;Sivry-Ante;21194
51538;Sogny-aux-Moulins;24399
51539;Sogny-en-l'Angle;
51542;Soizy-aux-Bois;19156
51543;Somme-Bionne;
51544;Sommepy-Tahure;19243
51545;Sommesous;20582
51546;Somme-Suippe;21494
51547;Somme-Tourbe;21973
51548;Somme-Vesle;22925
51549;Somme-Yèvre;26461
51550;Sompuis;20526
51551;Somsois;24159
51552;Songy;22167
51553;Souain-Perthes-lès-Hurlus;20448
51555;Soudé;24390
51556;Soudron;22492
51557;Soulanges;19378
51558;Soulières;24530
51559;Suippes;17696
51560;Suizy-le-Franc;22773
51562;Taissy;26792
51563;Talus-Saint-Prix;19467
51564;Tauxières-Mutry;25511
51565;Thaas;
51566;Thibie;24858
51567;Thiéblemont-Farémont;19978
51568;Thil;24924
51569;Thillois;30437
51570;Le Thoult-Trosnay;23442
51571;Val-de-Vesle;24041
51572;Tilloy-et-Bellay;22810
51573;Tinqueux;22031
51574;Togny-aux-Boeufs;22008
51576;Tours-sur-Marne;22911
51577;Tramery;23835
51578;Trécon;
51579;Tréfols;20341
51580;Trépail;24197
51581;Treslon;24708
51582;Trigny;27378
51583;Trois-Fontaines-l'Abbaye;21314
51584;Trois-Puits;28505
51585;Troissy;20985
51586;Unchair;25892
51587;Vadenay;23129
51588;Valmy;20994
51589;Vanault-le-Châtel;20674
51590;Vanault-les-Dames;19178
51591;Vandeuil;23565
51592;Vandières;27536
51594;Vassimont-et-Chapelaine;
51595;Vatry;17298
51596;Vauchamps;21826
51597;Vauciennes;23939
51598;Vauclerc;19756
51599;Vaudemange;23460
51600;Vaudesincourt;
51601;Vavray-le-Grand;20400
51602;Vavray-le-Petit;
51603;Vélye;22438
51604;Ventelay;23947
51605;Venteuil;23562
51607;Verdon;18934
51608;Vernancourt;
51609;Verneuil;21477
51610;Verrières;21724
51611;Vert-Toulon;20680
51612;Vertus;21834
51613;Verzenay;24846
51614;Verzy;24929
51616;Vésigneul-sur-Marne;25550
51617;La Veuve;24071
51618;Le Vézier;20715
51619;Le Vieil-Dampierre;19498
51620;Vienne-la-Ville;21146
51621;Vienne-le-Château;18515
51622;Ville-Dommange;29742
51623;Ville-en-Selve;29818
51624;Ville-en-Tardenois;22735
51625;Villeneuve-la-Lionne;21918
51626;La Villeneuve-lès-Charleville;24524
51627;Villeneuve-Renneville-Chevigny;24416
51628;Villeneuve-Saint-Vistre-et-Villevotte;23839
51629;Villers-Allerand;29658
51630;Villers-aux-Bois;23119
51631;Villers-aux-Noeuds;29647
51632;Villers-en-Argonne;19010
51633;Villers-Franqueux;23955
51634;Villers-le-Château;24889
51635;Villers-le-Sec;17800
51636;Villers-Marmery;25772
51637;Villers-sous-Châtillon;30653
51638;Villeseneux;20419
51639;La Ville-sous-Orbais;
51640;Ville-sur-Tourbe;17445
51641;Villevenard;25142
51642;Villiers-aux-Corneilles;21613
51643;Vinay;25684
51644;Vincelles;22732
51645;Vindey;23905
51646;Virginy;
51647;Vitry-en-Perthois;21039
51648;Vitry-la-Ville;21799
51649;Vitry-le-François;15756
51650;Voilemont;
51651;Voipreux;23238
51652;Vouarces;
51654;Vouillers;17296
51655;Vouzy;22374
51656;Vraux;24342
51657;Vrigny;28133
51658;Vroil;16134
51659;Wargemoulin-Hurlus;
51660;Warmeriville;22979
51662;Witry-lès-Reims;22020
51663;Magenta;19906
52001;Ageville;19872
52002;Aigremont;
52003;Aillianville;17114
52004;Aingoulaincourt;
52005;Aizanville;
52006;Allichamps;18383
52007;Ambonville;
52008;Andelot-Blancheville;18448
52009;Andilly-en-Bassigny;18918
52011;Annéville-la-Prairie;
52012;Annonville;
52013;Anrosey;19011
52014;Aprey;19382
52015;Arbigny-sous-Varennes;
52016;Arbot;
52017;Arc-en-Barrois;19442
52019;Arnancourt;
52021;Attancourt;21424
52022;Aubepierre-sur-Aube;18245
52023;Auberive;18083
52025;Audeloncourt;
52027;Aujeurres;
52028;Aulnoy-sur-Aube;
52029;Autigny-le-Grand;18446
52030;Autigny-le-Petit;
52031;Autreville-sur-la-Renne;19865
52033;Avrecourt;18055
52034;Bailly-aux-Forges;20839
52035;Baissey;19130
52036;Balesmes-sur-Marne;20957
52037;Bannes;20062
52038;Bassoncourt;
52039;Baudrecourt;
52040;Bay-sur-Aube;
52042;Beauchemin;21745
52043;Belmont;
52044;Roches-Bettaincourt;19015
52045;Bettancourt-la-Ferrée;22348
52047;Beurville;16092
52050;Biesles;19444
52051;Bize;
52053;Blaisy;
52055;Blécourt;20588
52056;Blessonville;20709
52057;Blumeray;18114
52058;Bologne;20180
52059;Bonnecourt;17717
52060;Bourbonne-les-Bains;18607
52061;Bourdons-sur-Rognon;19048
52062;Bourg;22438
52063;Bourg-Sainte-Marie;18512
52064;Bourmont;20055
52065;Bouzancourt;
52066;Brachay;
52067;Brainville-sur-Meuse;
52069;Braux-le-Châtel;20089
52070;Brennes;21732
52072;Brethenay;23182
52074;Breuvannes-en-Bassigny;18234
52075;Briaucourt;21512
52076;Bricon;18502
52079;Brousseval;17325
52082;Bugnières;19074
52083;Champsevraine;17801
52084;Busson;
52085;Buxières-lès-Clefmont;
52087;Buxières-lès-Villiers;22974
52088;Ceffonds;20770
52089;Celles-en-Bassigny;
52090;Celsoy;19552
52091;Cerisières;
52092;Chalancey;19591
52093;Chalindrey;19028
52094;Vals-des-Tilles;16299
52095;Chalvraines;18884
52097;Chambroncourt;
52099;Chamouilley;18570
52101;Champigneulles-en-Bassigny;
52102;Champigny-lès-Langres;21602
52103;Champigny-sous-Varennes;19040
52104;Chancenay;22288
52105;Changey;20954
52106;Chanoy;21702
52107;Chantraines;20104
52108;Charmes;21204
52109;Charmes-en-l'Angle;
52110;Charmes-la-Grande;17857
52113;Chassigny;18618
52114;Châteauvillain;18515
52115;Chatenay-Mâcheron;21417
52116;Chatenay-Vaudin;
52118;Chatonrupt-Sommermont;18952
52119;Chaudenay;19409
52120;Chauffourt;18529
52121;Chaumont;19306
52122;Chaumont-la-Ville;16587
52123;Chevillon;18233
52124;Chézeaux;
52125;Chamarandes-Choignes;23168
52126;Choilley-Dardenay;19390
52127;Choiseul;
52128;Cirey-lès-Mareilles;18887
52129;Cirey-sur-Blaise;16741
52130;Cirfontaines-en-Azois;17505
52131;Cirfontaines-en-Ornois;
52132;Clefmont;18292
52133;Clinchamp;
52134;Cohons;18329
52135;Coiffy-le-Bas;
52136;Coiffy-le-Haut;18731
52137;Colmier-le-Bas;
52138;Colmier-le-Haut;
52140;Colombey-les-Deux-Églises;19892
52141;Condes;23231
52142;Consigny;
52145;Coublanc;20856
52146;Coupray;17317
52147;Courcelles-en-Montagne;
52149;Courcelles-sur-Blaise;16700
52151;Cour-l'Évêque;18837
52155;Culmont;20811
52156;Curel;18293
52157;Curmont;
52158;Cusey;22510
52159;Cuves;
52160;Daillancourt;
52161;Daillecourt;
52162;Dammartin-sur-Meuse;17588
52163;Dampierre;18593
52164;Damrémont;19069
52165;Dancevoir;19891
52167;Darmannes;21014
52168;Dinteville;
52169;Domblain;
52170;Dommarien;19886
52171;Dommartin-le-Franc;18809
52172;Dommartin-le-Saint-Père;17768
52173;Domremy-Landéville;
52174;Doncourt-sur-Meuse;
52175;Donjeux;15973
52177;Doulaincourt-Saucourt;17951
52178;Doulevant-le-Château;18024
52179;Doulevant-le-Petit;
52180;Droyes;18109
52181;Échenay;
52182;Éclaron-Braucourt-Sainte-Livière;18792
52183;Ecot-la-Combe;
52184;Effincourt;
52185;Enfonvelle;
52187;Épizon;17259
52189;Le Val-d'Esnoms;19519
52190;Esnouveaux;18744
52193;Euffigneix;22660
52194;Eurville-Bienville;18771
52195;Farincourt;
52196;Faverolles;22430
52197;Fayl-Billot;18746
52198;Fays;
52199;Ferrière-et-Lafolie;
52200;Flagey;
52201;Flammerécourt;
52203;Fontaines-sur-Marne;18009
52204;Forcey;
52205;Foulain;21049
52206;Frampas;21770
52207;Frécourt;
52208;Fresnes-sur-Apance;16741
52211;Froncles;18084
52212;Fronville;18068
52213;Genevrières;18904
52214;La Genevroye;
52216;Germaines;
52217;Germainvilliers;
52218;Germay;
52219;Germisay;
52220;Giey-sur-Aujon;17872
52221;Gillancourt;21129
52222;Gillaumé;
52223;Gilley;
52225;Goncourt;18116
52227;Graffigny-Chemin;19226
52228;Grandchamp;
52229;Grenant;16481
52230;Gudmont-Villiers;19782
52231;Guindrecourt-aux-Ormes;
52232;Guindrecourt-sur-Blaise;
52233;Guyonvelle;18772
52234;Hâcourt;
52235;Hallignicourt;17654
52237;Harréville-les-Chanteurs;17412
52239;Heuilley-Cotton;19565
52240;Heuilley-le-Grand;19306
52242;Haute-Amance;19003
52243;Huilliécourt;20210
52244;Humbécourt;19278
52245;Humberville;
52246;Humes-Jorquenay;21117
52247;Illoud;20799
52248;Is-en-Bassigny;19320
52249;Isômes;21976
52250;Joinville;16394
52251;Jonchery;21365
52253;Juzennecourt;17945
52254;Lachapelle-en-Blaisy;
52256;Lafauche;
52257;Laferté-sur-Amance;19246
52258;Laferté-sur-Aube;19411
52260;Lamancine;18093
52262;Lamothe-en-Blaisy;
52264;Laneuvelle;
52265;Bayard-sur-Marne;18886
52266;Laneuville-à-Rémy;
52267;Laneuville-au-Pont;20674
52269;Langres;18416
52271;Lanques-sur-Rognon;17774
52272;Lanty-sur-Aube;20326
52273;Larivière-Arnoncourt;17099
52274;Latrecey-Ormoy-sur-Aube;20817
52275;Lavernoy;
52276;Laville-aux-Bois;23019
52277;Lavilleneuve;
52278;Lavilleneuve-au-Roi;
52280;Lecey;21681
52282;Leffonds;19902
52284;Leschères-sur-le-Blaiseron;
52285;Leuchey;
52286;Leurville;
52287;Levécourt;
52288;Lezéville;16708
52289;Liffol-le-Petit;15975
52290;Les Loges;18261
52291;Longchamp;
52292;Longeau-Percey;19875
52293;Longeville-sur-la-Laines;17446
52294;Louvemont;19543
52295;Louvières;
52296;Louze;17978
52297;Luzy-sur-Marne;23159
52298;Maâtz;
52300;Magneux;19621
52301;Maisoncelles;
52302;Maizières;16535
52303;Maizières-sur-Amance;
52304;Malaincourt-sur-Meuse;
52305;Mandres-la-Côte;19817
52306;Manois;17522
52307;Marac;21261
52308;Maranville;18090
52310;Marbéville;20368
52311;Marcilly-en-Bassigny;18068
52312;Mardor;
52313;Mareilles;21331
52315;Marnay-sur-Marne;22807
52316;Mathons;
52318;Melay;14863
52319;Mennouveaux;
52320;Merrey;15682
52321;Mertrud;18104
52322;Meures;19656
52325;Millières;15887
52326;Mirbel;
52327;Moëslains;22086
52328;Montcharvot;
52330;Montheries;
52331;Montier-en-Der;18722
52332;Val-de-Meuse;19023
52335;Montot-sur-Rognon;19831
52336;Montreuil-sur-Blaise;17593
52337;Montreuil-sur-Thonnance;
52340;Montsaugeon;
52341;Morancourt;16522
52342;Morionvilliers;
52344;Mouilleron;
52346;Mussey-sur-Marne;17423
52347;Narcy;20737
52348;Neuilly-l'Évêque;18497
52349;Neuilly-sur-Suize;25302
52350;Neuvelle-lès-Voisey;
52351;Nijon;
52352;Ninville;
52353;Nogent;18444
52354;Noidant-Chatenoy;
52355;Noidant-le-Rocheux;21543
52356;Nomécourt;18249
52357;Noncourt-sur-le-Rongeant;17182
52358;Noyers;
52359;Nully;16829
52360;Occey;21825
52362;Orbigny-au-Mont;20786
52363;Orbigny-au-Val;21623
52364;Orcevaux;22684
52365;Orges;20379
52366;Ormancey;
52367;Ormoy-lès-Sexfontaines;
52369;Orquevaux;
52370;Osne-le-Val;16572
52371;Oudincourt;17870
52372;Outremécourt;
52373;Ozières;
52374;Le Pailly;20076
52375;Palaiseul;
52376;Pansey;
52377;Parnoy-en-Bassigny;17927
52378;Paroy-sur-Saulx;
52380;Peigney;23171
52383;Perrancey-les-Vieux-Moulins;22980
52384;Perrogney-les-Fontaines;20196
52385;Perrusse;
52386;Perthes;17407
52388;Pierremont-sur-Amance;18277
52390;Pisseloup;
52391;Planrupt;19973
52392;Plesnoy;19033
52393;Poinsenot;
52394;Poinson-lès-Fayl;19141
52395;Poinson-lès-Grancey;
52396;Poinson-lès-Nogent;17833
52397;Poiseul;
52398;Poissons;18206
52399;Pont-la-Ville;19033
52400;Le Châtelet-sur-Meuse;18116
52401;Poulangy;19597
52403;Praslay;
52405;Prauthoy;18490
52406;Pressigny;18972
52407;Prez-sous-Lafauche;18664
52411;Puellemontier;20033
52413;Rachecourt-Suzémont;18737
52414;Rachecourt-sur-Marne;16894
52415;Rançonnières;17623
52416;Rangecourt;
52419;Rennepont;18015
52420;Reynel;17818
52421;Riaucourt;20621
52422;Richebourg;19129
52423;Rimaucourt;18261
52424;Rivières-le-Bois;
52425;Rivière-les-Fosses;18718
52426;Rizaucourt-Buchey;22946
52427;Robert-Magny;19862
52428;Rochefort-sur-la-Côte;
52429;Roches-sur-Marne;19939
52431;Rochetaillée;19041
52432;Rolampont;19147
52433;Romain-sur-Meuse;16541
52436;Rouécourt;
52437;Rouelles;
52438;Rougeux;19727
52439;Rouvres-sur-Aube;19792
52440;Rouvroy-sur-Marne;18446
52442;Rupt;20298
52443;Sailly;
52444;Saint-Blin;17597
52445;Saint-Broingt-le-Bois;
52446;Saint-Broingt-les-Fosses;19786
52447;Saint-Ciergues;22371
52448;Saint-Dizier;16377
52449;Saints-Geosmes;21922
52450;Saint-Loup-sur-Aujon;19087
52452;Saint-Martin-lès-Langres;20119
52453;Saint-Maurice;20373
52455;Saint-Thiébault;20711
52456;Saint-Urbain-Maconcourt;18106
52457;Saint-Vallier-sur-Marne;19516
52459;Sarcey;22260
52461;Sarrey;19021
52463;Saudron;
52464;Saulles;
52465;Saulxures;18561
52467;Savigny;
52468;Semilly;20775
52469;Semoutiers-Montsaon;22726
52470;Serqueux;19078
52472;Sexfontaines;21453
52473;Signéville;
52474;Silvarouvres;
52475;Sommancourt;
52476;Sommerécourt;
52479;Sommevoire;18716
52480;Soncourt-sur-Marne;19497
52482;Soulaucourt-sur-Mouzon;
52483;Soyers;
52484;Suzannecourt;18156
52486;Ternat;
52487;Thilleux;
52488;Thivet;20010
52489;Thol-lès-Millières;
52490;Thonnance-lès-Joinville;17821
52491;Thonnance-les-Moulins;
52492;Torcenay;20045
52493;Tornay;
52494;Treix;23430
52495;Trémilly;
52497;Troisfontaines-la-Ville;19799
52499;Vaillant;
52500;Valcourt;20510
52502;Valleret;
52503;Valleroy;
52504;Varennes-sur-Amance;19537
52505;Vaudrecourt;
52506;Vaudrémont;18246
52507;Vauxbons;
52509;Vaux-sous-Aubigny;20506
52510;Vaux-sur-Blaise;19306
52511;Vaux-sur-Saint-Urbain;
52512;Vecqueville;15445
52513;Velles;
52514;Verbiesles;23943
52515;Verseilles-le-Bas;22130
52516;Verseilles-le-Haut;
52517;Vesaignes-sous-Lafauche;18745
52518;Vesaignes-sur-Marne;18823
52519;Vesvres-sous-Chalancey;
52520;Vicq;18196
52522;Viéville;20870
52523;Vignes-la-Côte;
52524;Vignory;18190
52525;Villars-en-Azois;
52526;Villars-Santenoge;
52528;Ville-en-Blaisois;16144
52529;Villegusien-le-Lac;20393
52534;Villiers-en-Lieu;19790
52535;Villiers-le-Sec;21239
52536;Villiers-lès-Aprey;
52538;Villiers-sur-Suize;20810
52539;Violot;
52540;Vitry-en-Montagne;
52541;Vitry-lès-Nogent;21382
52542;Vivey;
52543;Voillecomte;18818
52544;Voisey;17386
52545;Voisines;
52546;Voncourt;
52547;Vouécourt;20776
52548;Vraincourt;
52549;Vroncourt-la-Côte;
52550;Wassy;18057
53001;Ahuillé;20521
53002;Alexain;19901
53003;Ambrières-les-Vallées;18919
53004;Ampoigné;19489
53005;Andouillé;19869
53006;Argenton-Notre-Dame;19496
53007;Argentré;20497
53008;Aron;20780
53009;Arquenay;19938
53010;Assé-le-Bérenger;18994
53011;Astillé;19302
53012;Athée;19948
53013;Averton;18753
53014;Azé;20203
53015;La Baconnière;19674
53016;Bais;19436
53017;Ballée;18571
53018;Ballots;18369
53019;Bannes;20080
53021;La Bazoge-Montpinçon;21321
53022;La Bazouge-de-Chemeré;18312
53023;La Bazouge-des-Alleux;20760
53025;Bazougers;19227
53026;Beaulieu-sur-Oudon;19802
53027;Beaumont-Pied-de-Boeuf;19100
53028;Belgeard;20130
53029;Bierné;17691
53030;Le Bignon-du-Maine;20571
53031;La Bigottière;18728
53032;Blandouet;18241
53033;La Boissière;18691
53034;Bonchamp-lès-Laval;22750
53035;Bouchamps-lès-Craon;18979
53036;Bouère;18495
53037;Bouessay;20147
53038;Boulay-les-Ifs;19900
53039;Le Bourgneuf-la-Forêt;19428
53040;Bourgon;17816
53041;Brains-sur-les-Marches;19330
53042;Brecé;17999
53043;Brée;19085
53045;La Brûlatte;20239
53046;Le Buret;18633
53047;Carelles;16879
53048;Chailland;18731
53049;Châlons-du-Maine;21218
53050;Chammes;19451
53051;Champéon;18503
53052;Champfrémont;19977
53053;Champgenéteux;18179
53054;Changé;23614
53055;Chantrigné;18940
53056;La Chapelle-Anthenaise;20939
53057;La Chapelle-au-Riboul;17095
53058;La Chapelle-Craonnaise;18475
53059;La Chapelle-Rainsouin;19817
53061;Charchigné;19277
53062;Château-Gontier;19255
53063;Châtelain;18759
53064;Châtillon-sur-Colmont;17869
53065;Châtres-la-Forêt;19901
53066;Chemazé;18967
53067;Chémeré-le-Roi;16907
53068;Chérancé;19642
53069;Chevaigné-du-Maine;17777
53071;Colombiers-du-Plessis;18257
53072;Commer;20353
53073;Congrier;18006
53074;Contest;20656
53075;Cosmes;18555
53076;Cossé-en-Champagne;17431
53077;Cossé-le-Vivien;19524
53078;Coudray;18925
53079;Couesmes-Vaucé;17358
53080;Couptrain;16921
53082;Courbeveille;19340
53083;Courcité;18187
53084;Craon;19304
53085;Crennes-sur-Fraubée;20216
53086;La Croixille;18239
53087;La Cropte;18585
53088;Cuillé;18229
53089;Daon;19105
53090;Denazé;18268
53091;Désertines;16906
53092;Deux-Évailles;19185
53093;La Dorée;16825
53094;Entrammes;20885
53095;Épineux-le-Seguin;17295
53096;Ernée;18656
53097;Évron;18727
53098;Fontaine-Couverte;18507
53099;Forcé;21858
53100;Fougerolles-du-Plessis;18893
53101;Fromentières;20266
53102;Gastines;19037
53103;Le Genest-Saint-Isle;20150
53104;Gennes-sur-Glaize;20112
53105;Gesnes;21322
53106;Gesvres;18252
53107;Gorron;18453
53108;La Gravelle;19115
53109;Grazay;19735
53110;Grez-en-Bouère;17738
53111;La Haie-Traversaine;19533
53112;Le Ham;17206
53113;Hambers;19200
53114;Hardanges;16277
53115;Hercé;18724
53116;Le Horps;19392
53117;Houssay;19828
53118;Le Housseau-Brétignolles;17346
53119;L'Huisserie;22266
53120;Izé;18691
53121;Javron-les-Chapelles;18644
53122;Jublains;20034
53123;Juvigné;17963
53124;Laigné;19090
53125;Landivy;18120
53126;Larchamp;17397
53127;Lassay-les-Châteaux;19488
53128;Laubrières;18188
53129;Launay-Villiers;20113
53130;Laval;19191
53131;Lesbois;18300
53132;Levaré;17520
53133;Lignières-Orgères;16506
53134;Livet;18773
53135;Livré-la-Touche;19211
53136;Loigné-sur-Mayenne;20529
53137;Loiron;20229
53138;Longuefuye;18994
53139;Loupfougères;17717
53140;Louverné;21256
53141;Louvigné;20672
53142;Madré;18724
53143;Maisoncelles-du-Maine;20970
53144;Marcillé-la-Ville;19710
53145;Marigné-Peuton;19550
53146;Martigné-sur-Mayenne;21475
53147;Mayenne;19981
53148;Mée;20110
53150;Ménil;20603
53151;Méral;18865
53152;Meslay-du-Maine;18794
53153;Mézangers;18564
53154;Montaudin;17482
53155;Montenay;19744
53156;Montflours;19740
53157;Montigné-le-Brillant;22270
53158;Montjean;19836
53159;Montourtier;20441
53160;Montreuil-Poulay;18429
53161;Montsûrs;18860
53162;Moulay;21290
53163;Neau;18839
53164;Neuilly-le-Vendin;17857
53165;Niafles;19823
53168;Nuillé-sur-Vicoin;20367
53169;Olivet;20082
53170;Oisseau;18757
53172;Origné;20221
53173;La Pallu;16909
53174;Parigné-sur-Braye;21302
53175;Parné-sur-Roc;21418
53176;Le Pas;17179
